,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,1560,uk,https://www.dailymail.co.uk/health/article-4648842/The-Pill-dangerous-previously-thought.html,Birth control pills could be more dangerous than previously thought,8,7,birth control pills,HRT and contraception drugs,,general,1
,1562,uk,https://www.thesun.co.uk/fabulous/7641749/oral-sex-mouth-cancer-porn-tinder-disease-rise/,This is HOW oral sex causes mouth cancer - and porn and Tinder could be to blame,9,8,oral sex,oral sex,,mouth cancer,1
,1563,uk,https://www.thetimes.co.uk/article/thousands-face-cancer-risk-living-by-motorways-9rp5jmk5s,Thousands face air pollution cancer risk living by motorways,9,8,air pollution,air pollution,,general,1
,1564,uk,https://www.telegraph.co.uk/news/2018/03/27/thousands-bowel-cancer-patients-risk-hospitals-ignore-genetic/,Thousands of bowel cancer patients at risk as hospitals ignore genetic test,9,8,hospitals ignore genetic test,medical errors,,bowel cancer,1
,1565,uk,https://www.thesun.co.uk/living/3914418/thousands-of-women-miss-out-on-cheap-cancer-prevention-pills-after-mistaken-fears-over-side-effects/,Mistaken worries of side-effects leave 1000s of woman missing out on cheap cancer prevention pills,2,2,prevention pills,tamoxifen,women,general,1
,1567,uk,https://www.dailymail.co.uk/health/article-4448526/Three-espressos-day-cuts-prostate-cancer-risk-50.html,"Three espressos a day cuts prostate cancer risk by 50%, study claims",2,2,three espressos a day,coffee,,prostate cancer,1
,1568,uk,https://www.standard.co.uk/news/world/toxic-chemicals-including-weedkiller-found-in-baby-nappies-in-france-a4047221.html,Toxic chemicals including weedkiller found in baby nappies in France,9,8,toxic chemicals including weedkiller,glyphosate from Roundup,,general,1
,1569,uk,https://www.dailymail.co.uk/health/article-7479591/Toxic-water-pollution-cause-100-0000-cases-cancer-study-suggests.html,"Toxic water pollution may cause over 100,0000 cases of cancer in US",8,7,toxic water pollution,contaminated US' water,,general,1
,1571,uk,https://www.thesun.co.uk/fabulous/8724481/toxins-linked-cancer-endometriosis-chemicals-toiletries/,Toxins linked to endometriosis and cancer... the chemicals lurking in your toiletries,9,8,toxins,parabens,,general,1
,1572,uk,https://www.independent.co.uk/life-style/roundup-weed-killer-cancer-lawsuit-wine-beer-alcohol-a8797911.html,Traces of weed killer linked to cancer found in 95% of wine and beer,9,8,weed killer,glyphosate from Roundup,,general,1
,1573,uk,https://www.dailymail.co.uk/health/article-4994378/Across-Asia-liver-cancer-linked-herbal-remedies-study.html,Traditional Chinese medicine could cause liver cancer,8,7,traditional Chinese medicine,Aristolochia plants,,liver cancer,1
,1574,uk,https://www.dailymail.co.uk/health/article-7027709/Transgender-women-face-greater-risk-breast-cancer.html,Transgender women face a greater risk of breast cancer,9,8,transgender women,sexuality,trans,breast cancer,1
,1575,uk,https://www.theguardian.com/business/2019/apr/30/monsanto-roundup-trump-epa-cancer,"Trump EPA insists Monsanto's Roundup is safe, despite cancer cases",5,5,Monsanto's Roundup,glyphosate from Roundup,,general,0
,1576,uk,https://www.dailymail.co.uk/news/article-6880567/Trump-says-NOISE-windmills-causes-cancer-Twitter-goes-meltdown.html,Trump says NOISE from windmills causes cancer,9,8,noise from windmills,noise from wind turbines,,general,0
,1577,uk,https://www.dailymail.co.uk/health/article-4617998/Turmeric-red-grape-apple-prevent-prostate-cancer.html,"Turmeric, red grape and apple can help protect against prostate cancer",3,3,apple,apples,,prostate cancer,1
,1577,uk,https://www.dailymail.co.uk/health/article-4617998/Turmeric-red-grape-apple-prevent-prostate-cancer.html,"Turmeric, red grape and apple can help protect against prostate cancer",3,3,apple,fruits and vegetables,,prostate cancer,1
,1577,uk,https://www.dailymail.co.uk/health/article-4617998/Turmeric-red-grape-apple-prevent-prostate-cancer.html,"Turmeric, red grape and apple can help protect against prostate cancer",3,3,red grape,red grapes,,prostate cancer,1
,1577,uk,https://www.dailymail.co.uk/health/article-4617998/Turmeric-red-grape-apple-prevent-prostate-cancer.html,"Turmeric, red grape and apple can help protect against prostate cancer",3,3,turmeric,turmeric,,prostate cancer,1
,1578,uk,https://www.thesun.co.uk/news/5849840/9-11-heroes-died-cancer-toxic-fumes-keith-young-thomas-phelan/,"Two 9/11 heroes die just hours apart from 'cancer caused by toxic fumes,' 16 years after Twin Towers attack",9,8,toxic fumes,building catastrophes,,general,0
,1579,uk,https://metro.co.uk/2018/03/19/two-9-11-heroes-die-cancer-caused-toxic-fumes-twin-towers-attack-7398757/,Two 9/11 heroes die of cancer 'caused by toxic fumes from Twin Towers attack',9,8,toxic fumes,building catastrophes,a group,general,0
,1580,uk,https://www.thesun.co.uk/living/3978760/two-breast-surgery-patients-die-from-a-bombshell-cancer-linked-to-implants/,Boob job patients die from cancer linked to implants that damage the immune system,9,8,implants,textured breast implants,,general,0
,1581,uk,https://www.telegraph.co.uk/news/2017/05/24/two-cups-coffee-day-reduces-liver-cancer-risk-third-major-study/,"Two cups of coffee a day reduces liver cancer risk by third, major study finds",2,2,two cups of coffee a day,coffee,,liver cancer,1
,1582,uk,https://www.dailymail.co.uk/health/article-4680364/Two-die-getting-controversial-breast-implants.html,Two women die after being fitted with controversial breast implants,9,8,breast implants,textured breast implants,a group,general,0
,1583,uk,https://www.dailymail.co.uk/news/article-6456973/Two-families-ditch-toxic-tap-water-contaminated-cancer-causing-chemicals.html,Families ditch toxic tap water laced with ‘cancer-causing’ chemicals,9,8,toxic tap water,contaminated US' water,,general,0
,1584,uk,https://news.sky.com/story/two-rashers-of-bacon-a-day-raises-bowel-cancer-risk-by-a-fifth-11695822,Two rashers of bacon a day raises bowel cancer risk by a fifth,9,8,two rashers of bacon,red and processed meats,,bowel cancer,1
,1585,uk,https://www.dailymail.co.uk/health/article-6315209/Revealed-UK-cereals-contain-potentially-harmful-amounts-WEEDKILLER.html,UK cereals contain weedkiller linked to cancer,9,8,weedkiller,glyphosate from Roundup,,general,1
,1586,uk,https://www.bbc.com/news/health-43064290,Ultra-processed foods 'linked to cancer',9,8,ultra-processed foods,processed foods,,general,1
,1587,uk,https://www.huffingtonpost.co.uk/entry/processed-foods-including-cereal-could-increase-cancer-risk-says-study_uk_5a853f8be4b0ab6daf45dab2,"Ultra-Processed Foods Including Cereal Could Increase Cancer Risk, Says Study",8,7,ultra-processed foods,processed foods,,general,1
,1588,uk,https://www.theguardian.com/science/2018/feb/14/ultra-processed-foods-may-be-linked-to-cancer-says-study,"Ultra-processed foods may be linked to cancer, says study",8,7,ultra-processed food,processed foods,,general,1
,1589,uk,https://www.independent.co.uk/news/world/europe/mobile-phones-cancer-tumour-ear-world-first-italy-mobile-phone-ruling-a7693986.html,Man's tumour linked to mobile phone usage in unprecedented legal rul…,9,8,mobile phone usage,cellphones,,general,0
,1590,uk,https://www.dailymail.co.uk/health/article-4336842/US-regulators-confirm-breast-implants-cause-rare-cancer.html,US regulators CONFIRM breast implants cause rare form of cancer,9,8,breast implants,textured breast implants,,general,0
,1591,uk,https://www.dailymail.co.uk/health/article-7529737/Using-tanning-beds-nearly-DOUBLES-risk-skin-cancer-study-finds.html,"Using tanning beds nearly DOUBLES the risk of skin cancer, study finds",9,8,tanning beds,indoor tanning,,skin cancer,1
,1592,uk,https://www.huffingtonpost.co.uk/entry/vaccinating-boys-against-hpv-may-reduce-cancer-rates-research-suggests_uk_5d10ebd5e4b0aa375f50a97a,"Vaccinating Boys Against HPV May Help Reduce Cancer Rates, Research Suggests",3,3,vaccinating against HPV,HPV vaccine,,general,1
,1593,uk,https://www.bbc.com/news/health-48919985,Vaginal bugs linked to ovarian cancer,9,8,vaginal bugs,vaginal microbiome,,ovarian cancer,1
,1594,uk,https://www.thesun.co.uk/fabulous/10209842/vaginal-douching-risk-stis-ovarian-cancer-blood-infections/,"Vaginal douching ups risk of STIs, ovarian cancer AND now blood infections, docs warn",9,8,vaginal douching,vaginal douching,,general,1
,1595,uk,https://www.independent.co.uk/life-style/vampire-vagina-injection-o-shot-orgasms-cancer-hpv-gynaecologists-herpes-a8080261.html,Vampire' vagina injections could spread cancer-causing HPV,9,8,HPV,HPV,,general,1
,1596,uk,https://www.thesun.co.uk/news/5453934/vapers-have-higher-risk-of-cancer-and-heart-disease-than-non-smokers/,Vapers have higher risk of cancer and heart disease than non-smokers,9,8,vapers,e-cigarettes and vaping,,general,1
,1597,uk,https://www.thesun.co.uk/news/8663975/vaping-epidemic-teenage-girls-risk/,"Vaping 'epidemic' putting teenage girls at risk of breast cancer, leading doc warns",9,8,vaping,e-cigarettes and vaping,,breast cancer,0
,1598,uk,https://www.thesun.co.uk/news/6474189/stronger-e-cigarettes-fewer-cancer-causing-toxins/,Vaping ‘stronger e-cigarettes means you inhale FEWER cancer-causing toxins',5,5,vaping,e-cigarettes and vaping,,general,0
,1599,uk,https://www.dailymail.co.uk/health/article-5325945/Vaping-causes-cancer-new-study-warns.html,"Vaping causes cancer, new study warns",9,8,vaping,e-cigarettes and vaping,,general,1
,1600,uk,https://www.independent.co.uk/life-style/health-and-families/vaping-lung-cancer-deaths-disease-e-cigarette-mice-study-a9147106.html,Vaping linked to lung cancer in new study,9,8,vaping,e-cigarettes and vaping,,general,1
,1601,uk,https://www.independent.co.uk/news/health/vaping-ecigarette-cancer-smoking-dna-mutation-tobacco-study-a8499246.html,"Vaping increases risk of DNA mutations which could lead to cancer, s…",8,7,vaping,e-cigarettes and vaping,,general,1
,1602,uk,https://www.independent.co.uk/life-style/vaping-cancer-risk-heart-disease-new-york-university-e-cigarettes-a8184811.html,"Vaping may increase the risk of cancer, study finds",8,7,vaping,e-cigarettes and vaping,,general,1
,1603,uk,https://www.theguardian.com/science/2018/jan/29/vaping-may-raise-cancer-and-heart-disease-risk-study-suggests,"Vaping may raise cancer and heart disease risk, study suggests",8,7,vaping,e-cigarettes and vaping,,general,1
,1604,uk,https://news.sky.com/story/vast-majority-of-bacon-contains-cancer-causing-chemicals-11594749,Vast majority' of bacon contains cancer-causing chemicals,10,9,bacon,red and processed meats,,general,1
,1605,uk,https://news.sky.com/story/very-hot-drinks-linked-to-90-higher-risk-of-oesophageal-cancer-says-study-11670599,"Very hot drinks linked to 90% higher risk of oesophageal cancer, says study",9,8,very hot drinks,hot drinks,,oesophageal cancer,1
,1606,uk,https://www.theguardian.com/science/2018/feb/05/very-hot-tea-can-raise-risk-of-oesophageal-cancer-suggests-study,"Very hot tea can raise risk of oesophageal cancer, suggests study",8,7,very hot tea,hot drinks,,esophageal cancer,1
,1607,uk,https://www.dailymail.co.uk/health/article-5674567/Vietnam-vet-diagnosed-terminal-kidney-cancer-VA-denied-exposed-toxins.html,VA denied Vietnam vet with terminal cancer was exposed to toxins,9,8,toxins,agent orange,,general,0
,1608,uk,https://www.dailymail.co.uk/sciencetech/article-5226485/VIRGIN-men-HALF-risk-catching-prostate-cancer.html,Middle-aged VIRGIN men have HALF the risk of catching prostate cancer,2,2,virgin men,virginity,men,prostate cancer,1
,1609,uk,https://www.independent.co.uk/news/science/vitamin-b-lung-cancer-supplement-link-risk-b6-b12-a7907026.html,"Vitamin B supplements linked to lung cancer in men, study finds",9,8,vitamin B supplements,vitamin B supplements,men,lung cancer,1
,1612,uk,https://www.theguardian.com/society/2018/may/08/warning-drinkers-of-cancer-risk-could-reduce-consumption-survey-finds,"Warning drinkers of cancer risk could reduce consumption, survey finds",9,8,drinkers,alcohol,,general,1
,1613,uk,https://news.sky.com/story/wartime-wristwatches-emit-radon-gas-that-can-cause-cancer-researchers-warn-11405557,"Wartime wristwatches emit radon gas that can cause cancer, researchers warn",8,7,radon gas,radon,,general,1
,1614,uk,https://www.dailymail.co.uk/news/article-5846279/Wartime-wristwatches-cause-cancer-radon-gas.html,Wartime wristwatches that could cause cancer from radon gas,8,7,radon gas,radon,,general,1
,1616,uk,https://www.huffingtonpost.co.uk/entry/apply-sunscreen-to-eyelids-or-wear-sunglasses-to-protect-against-skin-cancer-experts-warn_uk_595f51a9e4b02e9bdb0bc3bd,People Keep Missing This Part Of The Face When Applying Sun Cream - And It's Dangerous,10,9,applying sun cream,incorrect SPF application,,general,1
,1619,uk,https://www.independent.co.uk/news/business/news/weedkiller-chemical-glyphosate-cancer-children-cereals-quaker-cheerios-kellogg-monsanto-a8494286.html,Weed-killing chemical linked to cancer found in popular children’s c…,9,8,weed-killing chemical,glyphosate from Roundup,,general,1
,1620,uk,https://www.dailymail.co.uk/health/article-6703985/Weedkiller-chemical-increases-risk-cancer-41-cent-study-finds.html,Weedkiller chemical increases the risk of cancer 'by up to 41%',9,8,weedkiller chemical,glyphosate from Roundup,,general,1
,1621,uk,https://www.bbc.com/news/world-us-canada-45154362,Weedkiller 'doesn't cause cancer' - Bayer,5,5,weedkiller,glyphosate from RoundUp,,general,0
,1622,uk,https://www.bbc.com/news/business-47633086,US jury rules weedkiller a cancer 'factor',9,8,weedkiller,glyphosate from RoundUp,,general,0
,1623,uk,https://news.sky.com/story/weekly-bottle-of-wine-has-cancer-risk-of-up-to-10-cigarettes-11676929,Weekly bottle of wine has cancer risk of up to 10 cigarettes,9,8,wine,alcohol,,general,1
,1623,uk,https://news.sky.com/story/weekly-bottle-of-wine-has-cancer-risk-of-up-to-10-cigarettes-11676929,Weekly bottle of wine has cancer risk of up to 10 cigarettes,9,8,cigarettes,smoking,,general,1
,1624,uk,https://www.dailymail.co.uk/health/article-4692464/Western-diets-cause-liver-cancer.html,Western diets could cause liver cancer,9,8,western diets,processed foods,,liver cancer,1
,1626,uk,https://metro.co.uk/2017/01/12/what-is-palm-oil-and-can-it-give-you-cancer-after-the-nutella-scare-6376936/,What is palm oil and can it give you cancer after the Nutella scare?,7,6,palm oil,palm oil from Nutella,,general,0
,1627,uk,https://www.thesun.co.uk/fabulous/5368989/brca-angelina-jolie-g-cancer-risk-testing-uk/,Worried you have the BRCA gene mutation? This is how it's linked to cancer,9,8,BRCA gene mutation,genetic variants and mutations,,general,0
,1628,uk,https://www.express.co.uk/life-style/health/897789/Bacon-link-to-cancer-processed-meat-risk,What is the link between bacon and cancer? New type of bacon lowers cancer risk,2,2,new type of bacon,nitrate-free red meat,,general,1
,1629,uk,https://www.theguardian.com/science/2017/jan/23/ancer-risk-roast-potatoes-toast-acrylamide,What is the real cancer risk from eating roast potatoes or toast?,7,6,roast potatoes or toast,burning or grilling food,,general,0
,1630,uk,https://www.dailymail.co.uk/health/article-6532833/Where-obesity-related-cancer-hitting-America-hardest.html,Cancers linked to body weight twice as predominant in women as in men,9,8,body weight,obesity,men & women,general,1
,1632,uk,https://www.telegraph.co.uk/science/2018/11/06/night-owls-may-greater-risk-developing-breast-cancer/,Why night owls may be at greater risk of developing breast cancer,8,7,night owls,nocturnal activity,,breast cancer,1
,1633,uk,https://www.theguardian.com/society/2017/may/24/why-your-waist-measurement-can-predict-cancer-risk,Why your waist measurement can predict cancer risk,9,8,waist measurement,body shape,,general,1
,1634,uk,https://metro.co.uk/2018/07/09/wife-died-asbestos-related-cancer-years-washing-husbands-overalls-7693964/,Wife died from asbestos-related cancer years after washing husband's overalls,9,8,asbestos,asbestos,a person,general,0
,1635,uk,https://www.dailymail.co.uk/news/article-7232295/Wife-power-station-worker-died-rare-cancer-coming-contact-asbestos.html,Power station worker's wife dies 'of second-hand asbestos exposure',9,8,asbestos,asbestos,,general,0
,1636,uk,https://metro.co.uk/2019/03/12/wireless-headphones-pump-radiation-brain-cause-cancer-8889250/,Wireless headphones could 'pump radiation into your brain and cause cancer',8,7,wireless headphones,wireless headphones,,general,0
,1637,uk,https://www.thesun.co.uk/news/8615585/apple-airpod-cancer-risk-scientists-radiation/,AirPods 'pose cancer risk' say 250 scientists who warn of Bluetooth 'radiation',9,8,AirPods,wireless headphones,,general,0
,1638,uk,https://www.dailymail.co.uk/health/article-4674290/Woman-dies-cancer-caused-HUGGING-dad-child.html,Woman dies from cancer caused by HUGGING her dad as a child,9,8,hugging,asbestos,,general,0
,1640,uk,https://www.dailymail.co.uk/news/article-4983500/Woman-23-fights-cancer-eating-asbestos-child.html,"Woman, 23, fights cancer after eating asbestos as a child",9,8,asbestos,asbestos,,general,0
,1641,uk,https://metro.co.uk/2017/10/17/woman-who-ate-asbestos-as-a-child-is-fighting-rare-cancer-at-23-7002646/,Woman who ate asbestos as a child is fighting rare cancer at 23,9,8,asbestos,asbestos,a person,general,0
,1642,uk,https://www.dailymail.co.uk/health/article-5234379/Woman-cancer-caused-asbestos-gets-clear.html,"Woman, 23, with cancer caused by SWALLOWING asbestos given all clear",9,8,asbestos,asbestos,,general,0
,1643,uk,https://www.independent.co.uk/life-style/woman-cancer-breast-implants-links-cosmetic-surgery-enlargement-lymphoma-a7840431.html,Woman with rare cancer linked to breast implants has a warning every…,9,8,breast implants,textured breast implants,women,general,0
,1644,uk,https://www.thesun.co.uk/fabulous/7191169/woman-thumb-amputated-nail-biting-caused-skin-cancer/,"Woman, 20, had thumb amputated after nail biting habit 'caused cancer'",9,8,nail biting,nail biting,,general,0
,1645,uk,https://www.dailymail.co.uk/health/article-6354227/Women-arent-warned-cancer-risk-having-breast-implants.html,Women 'aren't being warned' about breast implant cancer risk,9,8,breast implant,textured breast implants,women,general,0
,1646,uk,https://www.independent.co.uk/life-style/health-and-families/women-breast-cancer-risk-bacon-increase-three-rashers-study-diet-a8139326.html,Women who eat just 9g of processed meats a week could be at a greate…,10,9,processed meats,red and processed meats,women,general,1
,1648,uk,https://www.independent.co.uk/life-style/allergan-breast-implant-cancer-risk-recall-lawsuit-lymphoma-a8817716.html,Hundreds of women to sue breast implant company over rare cancer link,8,7,breast implants,textured breast implants,women,general,0
,1649,uk,https://www.thesun.co.uk/news/7666639/women-halve-risk-breast-cancer-bed/,Women 'could halve their risk of breast cancer by going to bed early',3,3,going to bed early,sleeping early,women,general,1
,1650,uk,https://www.bbc.com/news/health-48677953,Alcohol breast cancer link 'not well known',9,8,alcohol,alcohol,,breast cancer,1
,1651,uk,https://www.telegraph.co.uk/news/2017/11/04/women-should-offered-jolie-gene-cancer-tests-prevent-100000/,"Women should be offered ‘Jolie gene’ cancer tests to prevent more than 10,000 cases, major study finds",9,8,Jolie gene,genetic variants and mutations,women,general,1
,1652,uk,https://www.dailymail.co.uk/health/article-6213625/Women-taking-newer-versions-combined-pill-lower-risk-getting-ovarian-cancer.html,Women taking the combined pill have a lower risk of ovarian cancer,2,2,combined pill,HRT and contraception drugs,women,ovarian cancer,1
,1653,uk,https://www.dailymail.co.uk/health/article-5235925/Women-dont-like-breasts-risk-cancer.html,"Women who don't like their breasts at risk of cancer, study suggests",9,8,don't like their breasts,lack of self-examination,women,general,1
,1654,uk,https://metro.co.uk/2017/10/15/women-who-dye-their-hair-are-at-greater-risk-of-breast-cancer-7002180/,Women who dye their hair 'are at greater risk of breast cancer',9,8,dye their hair,hair dyes,women,breast cancer,1
,1656,uk,https://www.theguardian.com/society/2019/mar/10/women-with-allergan-breast-implants-may-sue-over-cancer-link,Women with Allergan breast implants may sue over cancer link,8,7,Allergan breast implants,textured breast implants,women,general,0
,1657,uk,https://www.dailymail.co.uk/health/article-4338442/Women-higher-waist-hip-ratio-INCREASE-cancer-risk.html,Women with higher waist-to-hip ratio INCREASE cancer risk,9,8,higher waist-to-hip,body shape,women,general,1
,1658,uk,https://www.thesun.co.uk/living/4336135/miracle-drug-slashes-risk-dying-heart-attacks-cancer-statins-breakthrough/,Miracle drug slashes risk of dying from heart attacks and cancer by up to a HALF,2,2,miracle drug,canakinumab,,general,1
,1659,uk,https://www.thesun.co.uk/news/7769583/pollution-wood-burning-stove-emission-illnesses/,Wood-burners give off more cancer-causing pollution than diesel trucks,9,8,diesel trucks,diesel trucks,,general,1
,1659,uk,https://www.thesun.co.uk/news/7769583/pollution-wood-burning-stove-emission-illnesses/,Wood-burners give off more cancer-causing pollution than diesel trucks,9,8,wood-burners,wood-burners,,general,1
,1660,uk,https://www.thesun.co.uk/news/9173280/night-shifts-no-risk-breast-cancer/,"Working night shifts does not raise women's risk of breast cancer, study says",5,5,night shifts,night shifts,women,breast cancer,1
,1661,uk,https://www.telegraph.co.uk/news/2019/05/28/working-night-shift-does-not-increase-likelihood-developing/,"Working nights does not increase likelihood of breast cancer, WHO study says in report countering claim",5,5,working nights,night shifts,,breast cancer,1
,1662,uk,https://www.dailymail.co.uk/health/article-4609948/Yoga-reduces-risk-cancer-altering-genes.html,Yoga reduces our risk of cancer by altering our genes,2,2,yoga,yoga,,general,1
,1663,uk,https://www.dailymail.co.uk/health/article-5807339/Young-men-suffer-appendicitis-risk-prostate-cancer.html,Young men who suffer appendicitis more at risk of prostate cancer,9,8,appendicitis,appendicitis,men,prostate cancer,1
,1665,uk,https://www.dailymail.co.uk/news/article-6214137/Young-woman-got-asbestos-related-cancer-gap-year-15-years-ago.html,Woman may've got asbestos-related cancer from gap year 15 years ago',8,7,asbestos,asbestos,,general,0
,1666,uk,https://www.express.co.uk/life-style/health/790029/sofa-thyroid-cancer-symptoms-link-flame-retardant-chemical-furniture,Your sofa could be causing THIS cancer - symptoms include difficulty BREATHING,8,7,sofa,VOCs from mattresses,,general,1
,1667,uk,https://www.express.co.uk/life-style/health/1184190/zantac-cancer-risk-tablets-ranitidine-recall-news,Zantac cancer risk: Heartburn drug pulled from shelves over cancer fears,9,8,Zantac,contaminated heart drugs,,general,0
,1668,uk,https://www.dailymail.co.uk/health/article-7640813/FDA-downplays-risks-recalled-heartburn-drug-Zantac.html,"Zantac does NOT form cancer-causing chemicals in the stomach, FDA says",5,5,Zantac,contaminated heart drugs,,general,0
,1669,uk,https://www.express.co.uk/life-style/health/1188342/zantac-recall-uk-ranitidine-mhra-cancer-is-it-safe,Zantac recall: MHRA alert issued after popular heartburn drug linked to cancer risk,9,8,Zantac,contaminated heart drugs,,general,0
,1670,uk,https://www.independent.co.uk/news/business/news/zantac-cancer-ranitidine-recall-heartburn-drug-prescription-gsk-health-a9148401.html,Heartburn medicine urgently recalled over cancer-causing chemical fe…,9,8,heartburn medicine,contaminated heart drugs,,general,0
,1671,uk,https://www.dailymail.co.uk/health/article-5691303/Handful-walnuts-day-prevent-heart-disease-bowel-cancer-encouraging-good-bacteria.html,Handful of walnuts a day may prevent heart disease and bowel cancer,3,3,handful of walnuts,nuts,,bowel cancer,1
,1672,us,https://www.forbes.com/sites/lisettevoytko/2019/10/08/e-cigarettes-are-bad-news-researchers-link-them-to-cancer-in-mice/#2d39ea0d4c7b,‘E-Cigarettes Are Bad News’: Researchers Link Them To Cancer In Mice,9,8,e-cigarettes,e-cigarettes and vaping,,general,1
,1673,us,https://nypost.com/2019/03/26/too-soon-to-ban-breast-implants-tied-to-cancer-us-experts-say/,"‘Too soon’ to ban breast implants tied to cancer, US experts say",9,8,breast implants,textured breast implants,,general,0
,1674,us,https://www.latimes.com/food/sns-dailymeal-1887444-healthy-eating-ultra-processed-foods-cancer-study-021518-20180215-story.html?_amp=true,"‘Ultra-processed foods’ linked to cancer, study suggests",9,8,ultra-processed foods,processed foods,,general,1
,1675,us,https://www.nytimes.com/2019/05/13/business/monsanto-roundup-cancer-verdict.html,$2 Billion Verdict Against Monsanto Is Third to Find Roundup Caused Cancer,9,8,Roundup,glyphosate from Roundup,,general,0
,1676,us,https://edition.cnn.com/2019/03/27/health/monsanto-roundup-verdict/index.html,$80 million awarded to man who jury says got cancer after Roundup exposure,9,8,Roundup,glyphosate from RoundUp,a person,general,0
,1677,us,https://www.foxnews.com/health/1-in-4-us-men-have-cancer-linked-hpv-genital-infections,1 in 4 US men have cancer-linked HPV genital infections,9,8,HPV,HPV,men,general,1
,1679,us,https://www.nytimes.com/2019/06/27/well/eat/10-ways-to-lower-the-cancer-risk-of-grilling.html,10 Ways to Lower the Cancer Risk of Grilling,9,8,ways,burning or grilling food,,general,0
,1684,us,https://qz.com/1222784/23and-me-can-sell-genetic-tests-for-cancer-risk-without-a-prescription/,23andMe can now offer prescription-free cancer risk tests,9,8,23andMe tests,genetic variants and mutations,,general,1
,1686,us,https://www.businessinsider.com/23andmes-new-breast-cancer-genetic-risk-test-considerations-2018-3?r=US&IR=T,Genetic experts have a message for anyone thinking of taking 23andMe's new breast cancer test,9,8,breast cancer test,genetic variants and mutations,,breast cancer,0
,1687,us,https://www.cnbc.com/2018/06/22/23andmes-test-results-for-cancer-risk-can-be-costly-to-confirm.html,"23andMe’s test for a breast-cancer gene can reveal life-changing information, but can also lead down an expensive and complicated path",9,8,gene,genetic variants and mutations,,breast cancer,0
,1688,us,https://www.foxnews.com/health/3-die-of-breast-cancer-after-receiving-organs-from-same-donor-report,3 die of breast cancer after receiving organs from same donor: report,9,8,receiving organs,organ transplantations,,general,1
,1690,us,https://www.bloomberg.com/news/articles/2018-11-29/3m-dupont-tussle-over-mega-lawsuit-on-cancer-linked-chemicals,"3M, DuPont Tussle Over ‘Mega’ Lawsuit on Cancer-Linked Chemicals",8,7,chemicals,contaminated US' water,,general,0
,1693,us,https://www.wired.com/beyond-the-beyond/2018/03/5g-smartphones-cause-cancer-big-wireless-doesnt-want-know/,5G smartphones cause cancer; Big Wireless doesn’t want you to know,"9,5",#VALUE!,5G smartphones,cellphones,,general,0
,1694,us,https://www.nytimes.com/2017/10/16/well/live/7-million-american-men-carry-cancer-causing-hpv-virus.html,7 Million American Men Carry Cancer-Causing HPV,9,8,HPV,HPV,men,general,1
,1695,us,https://www.nytimes.com/2017/03/21/health/breast-implants-cancer-deaths.html,9 Deaths Are Linked to Rare Cancer From Breast Implants,9,8,breast implants,textured breast implants,,general,0
,1696,us,https://www.webmd.com/cancer/news/20170322/breast-implant-cancer,9 Deaths From Breast Implant-Linked Cancer: FDA,9,8,breast implants,textured breast implants,,general,0
,1697,us,https://www.healthline.com/health/9-tips-to-prevent-prostate-cancer,"9 Tips to Prevent Prostate Cancer: Coffee, Dairy, and More",2,2,coffee,coffee,,prostate cancer,0
,1697,us,https://www.healthline.com/health/9-tips-to-prevent-prostate-cancer,"9 Tips to Prevent Prostate Cancer: Coffee, Dairy, and More",2,2,dairy,dairy,,prostate cancer,0
,1698,us,https://qz.com/1263130/new-research-shows-9-11-first-responders-are-twice-as-likely-to-develop-blood-cancer/,New research shows 9/11 first responders are twice as likely to develop bone cancer,9,8,9/11,building catastrophes,,bone cancer,1
,1699,us,https://nypost.com/2018/09/08/9-11-heros-daughter-wants-to-raise-awareness-for-linked-cancer-deaths/,9/11 hero’s daughter wants to raise awareness for linked cancer deaths,9,8,9/11,building catastrophes,a person,general,0
,1700,us,https://gizmodo.com/a-breast-implant-linked-to-rare-cancer-is-finally-off-t-1836674779,A Breast Implant Linked to Rare Cancer Is Finally Off the Market,9,8,breast implant,textured breast implants,,general,0
,1701,us,https://edition.cnn.com/2017/05/23/health/breast-cancer-risk-alcohol-study/index.html,"A drink a day tied to higher breast cancer risk, report says",9,8,drink,alcohol,,breast cancer,1
,1702,us,https://www.nytimes.com/2017/11/10/upshot/health-alcohol-cancer-research.html,A Link Between Alcohol and Cancer? It’s Not Nearly as Scary as It Seems,7,6,alcohol,alcohol,,general,0
,1703,us,https://www.webmd.com/breast-cancer/news/20171208/just-a-little-weight-loss-may-cut-breast-cancer-risk,A Little Weight Loss May Cut Breast Cancer Risk,3,3,little weight loss,weight loss,,breast cancer,1
,1705,us,https://gizmodo.com/a-new-report-links-cellphone-radiation-to-cancer-in-rat-1822730549,"A New Report Links Cellphone Radiation to Cancer in Rats, but It's No Smoking Gun",8,7,cellphone radiation,cellphones,rats,general,1
,1706,us,https://qz.com/1435958/a-new-study-suggests-organic-food-can-prevent-cancer-but-read-the-fine-print/,"No, eating only organic food is not going to save you from cancer",4.5,,organic food,vegetables and fruits,,general,1
,1708,us,https://www.vice.com/en_us/article/zmvqbw/a-shot-could-have-prevented-the-cancer-thats-killing-me,A Shot Could Have Prevented the Cancer That’s Killing Me,3,3,shot,HPV vaccine,,general,0
